"","NSub","model","exp","cond","DurID","Prob","Dur"
"819",9,"model2","exp1","PS","DurProb6","0.947375118495571","1270"
"820",10,"model2","exp1","PS","DurProb6","0.977663233162285","1270"
"821",11,"model2","exp1","PS","DurProb6","0.985703362972601","1270"
"822",12,"model2","exp1","PS","DurProb6","0.994139332252886","1270"
"823",13,"model2","exp1","PS","DurProb6","0.966595002833919","1270"
"824",14,"model2","exp1","PS","DurProb6","0.969055562654313","1270"
"825",15,"model2","exp1","PS","DurProb6","0.956365515322591","1270"
"826",1,"model2","exp1","NS","DurProb6","0.819898201902545","1496"
"827",2,"model2","exp1","NS","DurProb6","0.796462081308043","1496"
"828",3,"model2","exp1","NS","DurProb6","0.905761331716201","1496"
"829",4,"model2","exp1","NS","DurProb6","0.970729188386681","1496"
"830",5,"model2","exp1","NS","DurProb6","0.943864413832985","1496"
"831",6,"model2","exp1","NS","DurProb6","0.853537078136405","1496"
"832",7,"model2","exp1","NS","DurProb6","0.907661726238301","1496"
"833",8,"model2","exp1","NS","DurProb6","0.927605168195033","1496"
"834",9,"model2","exp1","NS","DurProb6","0.933391922474214","1496"
"835",10,"model2","exp1","NS","DurProb6","0.970634087378306","1496"
"836",11,"model2","exp1","NS","DurProb6","0.982906010011566","1496"
"837",12,"model2","exp1","NS","DurProb6","0.991723270314796","1496"
"838",13,"model2","exp1","NS","DurProb6","0.95107291542749","1496"
"839",14,"model2","exp1","NS","DurProb6","0.961195262939232","1496"
"840",15,"model2","exp1","NS","DurProb6","0.933487005371052","1496"
"841",1,"model2","exp1","PS","DurProb7","0.958348104765104","1600"
"842",2,"model2","exp1","PS","DurProb7","0.92592099620535","1600"
"843",3,"model2","exp1","PS","DurProb7","0.952802517926863","1600"
"844",4,"model2","exp1","PS","DurProb7","0.988156495073215","1600"
"845",5,"model2","exp1","PS","DurProb7","0.969569230598549","1600"
"846",6,"model2","exp1","PS","DurProb7","0.930785745697538","1600"
"847",7,"model2","exp1","PS","DurProb7","0.966007077851425","1600"
"848",8,"model2","exp1","PS","DurProb7","0.977588884487461","1600"
"849",9,"model2","exp1","PS","DurProb7","0.976202877204038","1600"
"850",10,"model2","exp1","PS","DurProb7","0.991006155264632","1600"
"851",11,"model2","exp1","PS","DurProb7","0.992078340826081","1600"
"852",12,"model2","exp1","PS","DurProb7","0.998123536657396","1600"
"853",13,"model2","exp1","PS","DurProb7","0.99074214895734","1600"
"854",14,"model2","exp1","PS","DurProb7","0.985443882761054","1600"
"855",15,"model2","exp1","PS","DurProb7","0.989572657113171","1600"
"856",1,"model2","exp1","NS","DurProb7","0.873442289854342","1600"
"857",2,"model2","exp1","NS","DurProb7","0.840582509376169","1600"
"858",3,"model2","exp1","NS","DurProb7","0.920819196074504","1600"
"859",4,"model2","exp1","NS","DurProb7","0.976760569596606","1600"
"860",5,"model2","exp1","NS","DurProb7","0.951954186296734","1600"
"861",6,"model2","exp1","NS","DurProb7","0.878399766515914","1600"
"862",7,"model2","exp1","NS","DurProb7","0.928112087078407","1600"
"863",8,"model2","exp1","NS","DurProb7","0.94609294988177","1600"
"864",9,"model2","exp1","NS","DurProb7","0.948623979029391","1600"
"865",10,"model2","exp1","NS","DurProb7","0.978275090410327","1600"
"866",11,"model2","exp1","NS","DurProb7","0.985959808173861","1600"
"867",12,"model2","exp1","NS","DurProb7","0.994340645082163","1600"
"868",13,"model2","exp1","NS","DurProb7","0.967869975685508","1600"
"869",14,"model2","exp1","NS","DurProb7","0.969758856072884","1600"
"870",15,"model2","exp1","NS","DurProb7","0.95820857766369","1600"
"871",1,"model2","exp2","DF","DurProb1","0.000108757674528324","400"
"872",2,"model2","exp2","DF","DurProb1","0.00744802930489776","400"
"873",3,"model2","exp2","DF","DurProb1","4.09260574967279e-05","400"
"874",4,"model2","exp2","DF","DurProb1","1.38637476472216e-05","400"
"875",5,"model2","exp2","DF","DurProb1","1.66867771107495e-07","400"
"876",6,"model2","exp2","DF","DurProb1","6.86761995645125e-07","400"
"877",7,"model2","exp2","DF","DurProb1","0.000109162205106131","400"
"878",8,"model2","exp2","DF","DurProb1","9.52793943224972e-06","400"
"879",9,"model2","exp2","DF","DurProb1","2.20944948145949e-05","400"
"880",10,"model2","exp2","DF","DurProb1","0.302409507300655","400"
"881",11,"model2","exp2","DF","DurProb1","0.00069769032915539","400"
"882",12,"model2","exp2","DF","DurProb1","2.08495493333708e-07","400"
"883",13,"model2","exp2","DF","DurProb1","0.00632287466924397","400"
"884",14,"model2","exp2","DF","DurProb1","0.00150477587080579","400"
"885",15,"model2","exp2","DF","DurProb1","8.78258383360469e-07","400"
"886",1,"model2","exp2","AF","DurProb1","0.000108757674528324","400"
"887",2,"model2","exp2","AF","DurProb1","0.00744802930489776","400"
"888",3,"model2","exp2","AF","DurProb1","4.09260574967279e-05","400"
"889",4,"model2","exp2","AF","DurProb1","1.38637476472216e-05","400"
"890",5,"model2","exp2","AF","DurProb1","1.66867771107495e-07","400"
"891",6,"model2","exp2","AF","DurProb1","6.86761995645125e-07","400"
"892",7,"model2","exp2","AF","DurProb1","0.000109162205106131","400"
"893",8,"model2","exp2","AF","DurProb1","9.52793943224972e-06","400"
"894",9,"model2","exp2","AF","DurProb1","2.20944948145949e-05","400"
"895",10,"model2","exp2","AF","DurProb1","0.302409507300655","400"
"896",11,"model2","exp2","AF","DurProb1","0.00069769032915539","400"
"897",12,"model2","exp2","AF","DurProb1","2.08495493333708e-07","400"
"898",13,"model2","exp2","AF","DurProb1","0.00632287466924397","400"
"899",14,"model2","exp2","AF","DurProb1","0.00150477587080579","400"
"900",15,"model2","exp2","AF","DurProb1","8.78258383360469e-07","400"
"901",1,"model2","exp2","DF","DurProb2","0.045681125915214","600"
"902",2,"model2","exp2","DF","DurProb2","0.245853754254047","600"
"903",3,"model2","exp2","DF","DurProb2","0.0319009689411933","600"
"904",4,"model2","exp2","DF","DurProb2","0.0112453548368929","600"
"905",5,"model2","exp2","DF","DurProb2","0.00105604330676768","600"
"906",6,"model2","exp2","DF","DurProb2","0.000672890104668376","600"
"907",7,"model2","exp2","DF","DurProb2","0.0294283906889662","600"
"908",8,"model2","exp2","DF","DurProb2","0.0225165007013424","600"
"909",9,"model2","exp2","DF","DurProb2","0.0294142453250785","600"
"910",10,"model2","exp2","DF","DurProb2","0.531183116697993","600"
"911",11,"model2","exp2","DF","DurProb2","0.060458847520752","600"
"912",12,"model2","exp2","DF","DurProb2","0.00173288124539374","600"
"913",13,"model2","exp2","DF","DurProb2","0.118869532634096","600"
"914",14,"model2","exp2","DF","DurProb2","0.133646715165286","600"
"915",15,"model2","exp2","DF","DurProb2","0.00242134556482766","600"
"916",1,"model2","exp2","AF","DurProb2","0.045681125915214","600"
"917",2,"model2","exp2","AF","DurProb2","0.245853754254047","600"
"918",3,"model2","exp2","AF","DurProb2","0.0319009689411933","600"
"919",4,"model2","exp2","AF","DurProb2","0.0112453548368929","600"
"920",5,"model2","exp2","AF","DurProb2","0.00105604330676768","600"
"921",6,"model2","exp2","AF","DurProb2","0.000672890104668376","600"
"922",7,"model2","exp2","AF","DurProb2","0.0294283906889662","600"
"923",8,"model2","exp2","AF","DurProb2","0.0225165007013424","600"
"924",9,"model2","exp2","AF","DurProb2","0.0294142453250785","600"
"925",10,"model2","exp2","AF","DurProb2","0.531183116697993","600"
"926",11,"model2","exp2","AF","DurProb2","0.060458847520752","600"
"927",12,"model2","exp2","AF","DurProb2","0.00173288124539374","600"
"928",13,"model2","exp2","AF","DurProb2","0.118869532634096","600"
"929",14,"model2","exp2","AF","DurProb2","0.133646715165286","600"
"930",15,"model2","exp2","AF","DurProb2","0.00242134556482766","600"
"931",1,"model2","exp2","DF","DurProb3","0.501042698464012","800"
"932",2,"model2","exp2","DF","DurProb3","0.6824146325736","800"
"933",3,"model2","exp2","DF","DurProb3","0.483207400437603","800"
"934",4,"model2","exp2","DF","DurProb3","0.245709626920506","800"
"935",5,"model2","exp2","DF","DurProb3","0.0776135506837123","800"
"936",6,"model2","exp2","DF","DurProb3","0.0206485706614963","800"
"937",7,"model2","exp2","DF","DurProb3","0.335680205364697","800"
"938",8,"model2","exp2","DF","DurProb3","0.531094014901796","800"
"939",9,"model2","exp2","DF","DurProb3","0.528830233279811","800"
"940",10,"model2","exp2","DF","DurProb3","0.646860369072839","800"
"941",11,"model2","exp2","DF","DurProb3","0.381868619673715","800"
"942",12,"model2","exp2","DF","DurProb3","0.13673475800678","800"
"943",13,"model2","exp2","DF","DurProb3","0.383161757053028","800"
"944",14,"model2","exp2","DF","DurProb3","0.609488660329984","800"
"945",15,"model2","exp2","DF","DurProb3","0.113161255218789","800"
"946",1,"model2","exp2","AF","DurProb3","0.501042698464012","800"
"947",2,"model2","exp2","AF","DurProb3","0.6824146325736","800"
"948",3,"model2","exp2","AF","DurProb3","0.483207400437603","800"
"949",4,"model2","exp2","AF","DurProb3","0.245709626920506","800"
"950",5,"model2","exp2","AF","DurProb3","0.0776135506837123","800"
"951",6,"model2","exp2","AF","DurProb3","0.0206485706614963","800"
"952",7,"model2","exp2","AF","DurProb3","0.335680205364697","800"
"953",8,"model2","exp2","AF","DurProb3","0.531094014901796","800"
"954",9,"model2","exp2","AF","DurProb3","0.528830233279811","800"
"955",10,"model2","exp2","AF","DurProb3","0.646860369072839","800"
"956",11,"model2","exp2","AF","DurProb3","0.381868619673715","800"
"957",12,"model2","exp2","AF","DurProb3","0.13673475800678","800"
"958",13,"model2","exp2","AF","DurProb3","0.383161757053028","800"
"959",14,"model2","exp2","AF","DurProb3","0.609488660329984","800"
"960",15,"model2","exp2","AF","DurProb3","0.113161255218789","800"
"961",1,"model2","exp2","DF","DurProb4","0.861792801075668","1000"
"962",2,"model2","exp2","DF","DurProb4","0.869476148203537","1000"
"963",3,"model2","exp2","DF","DurProb4","0.874363758448421","1000"
"964",4,"model2","exp2","DF","DurProb4","0.709156628406032","1000"
"965",5,"model2","exp2","DF","DurProb4","0.537665036369272","1000"
"966",6,"model2","exp2","DF","DurProb4","0.142725145400935","1000"
"967",7,"model2","exp2","DF","DurProb4","0.732116533525326","1000"
"968",8,"model2","exp2","DF","DurProb4","0.921412751087392","1000"
"969",9,"model2","exp2","DF","DurProb4","0.90742323565587","1000"
"970",10,"model2","exp2","DF","DurProb4","0.709609931046385","1000"
"971",11,"model2","exp2","DF","DurProb4","0.705880159410624","1000"
"972",12,"model2","exp2","DF","DurProb4","0.703799061433002","1000"
"973",13,"model2","exp2","DF","DurProb4","0.608275276122435","1000"
"974",14,"model2","exp2","DF","DurProb4","0.862203942204125","1000"
"975",15,"model2","exp2","DF","DurProb4","0.578945393670993","1000"
"976",1,"model2","exp2","AF","DurProb4","0.861792801075668","1000"
"977",2,"model2","exp2","AF","DurProb4","0.869476148203537","1000"
"978",3,"model2","exp2","AF","DurProb4","0.874363758448421","1000"
"979",4,"model2","exp2","AF","DurProb4","0.709156628406032","1000"
"980",5,"model2","exp2","AF","DurProb4","0.537665036369272","1000"
"981",6,"model2","exp2","AF","DurProb4","0.142725145400935","1000"
"982",7,"model2","exp2","AF","DurProb4","0.732116533525326","1000"
"983",8,"model2","exp2","AF","DurProb4","0.921412751087392","1000"
"984",9,"model2","exp2","AF","DurProb4","0.90742323565587","1000"
"985",10,"model2","exp2","AF","DurProb4","0.709609931046385","1000"
"986",11,"model2","exp2","AF","DurProb4","0.705880159410624","1000"
"987",12,"model2","exp2","AF","DurProb4","0.703799061433002","1000"
"988",13,"model2","exp2","AF","DurProb4","0.608275276122435","1000"
"989",14,"model2","exp2","AF","DurProb4","0.862203942204125","1000"
"990",15,"model2","exp2","AF","DurProb4","0.578945393670993","1000"
"991",1,"model2","exp2","DF","DurProb5","0.954681145776638","1200"
"992",2,"model2","exp2","DF","DurProb5","0.934049871843928","1200"
"993",3,"model2","exp2","DF","DurProb5","0.963677057234465","1200"
"994",4,"model2","exp2","DF","DurProb5","0.903194769052247","1200"
"995",5,"model2","exp2","DF","DurProb5","0.870086636478523","1200"
"996",6,"model2","exp2","DF","DurProb5","0.397657898308016","1200"
"997",7,"model2","exp2","DF","DurProb5","0.893852949865977","1200"
"998",8,"model2","exp2","DF","DurProb5","0.982360307633501","1200"
"999",9,"model2","exp2","DF","DurProb5","0.976507900156168","1200"
"1000",10,"model2","exp2","DF","DurProb5","0.747559681720657","1200"
"1001",11,"model2","exp2","DF","DurProb5","0.855719077025843","1200"
"1002",12,"model2","exp2","DF","DurProb5","0.935286155880962","1200"
"1003",13,"model2","exp2","DF","DurProb5","0.740943850825938","1200"
"1004",14,"model2","exp2","DF","DurProb5","0.940443133292431","1200"
"1005",15,"model2","exp2","DF","DurProb5","0.870265573710676","1200"
"1006",1,"model2","exp2","AF","DurProb5","0.954681145776638","1200"
"1007",2,"model2","exp2","AF","DurProb5","0.934049871843928","1200"
"1008",3,"model2","exp2","AF","DurProb5","0.963677057234465","1200"
"1009",4,"model2","exp2","AF","DurProb5","0.903194769052247","1200"
"1010",5,"model2","exp2","AF","DurProb5","0.870086636478523","1200"
"1011",6,"model2","exp2","AF","DurProb5","0.397657898308016","1200"
"1012",7,"model2","exp2","AF","DurProb5","0.893852949865977","1200"
"1013",8,"model2","exp2","AF","DurProb5","0.982360307633501","1200"
"1014",9,"model2","exp2","AF","DurProb5","0.976507900156168","1200"
"1015",10,"model2","exp2","AF","DurProb5","0.747559681720657","1200"
"1016",11,"model2","exp2","AF","DurProb5","0.855719077025843","1200"
"1017",12,"model2","exp2","AF","DurProb5","0.935286155880962","1200"
"1018",13,"model2","exp2","AF","DurProb5","0.740943850825938","1200"
"1019",14,"model2","exp2","AF","DurProb5","0.940443133292431","1200"
"1020",15,"model2","exp2","AF","DurProb5","0.870265573710676","1200"
"1021",1,"model2","exp2","DF","DurProb6","0.980491829841625","1400"
"1022",2,"model2","exp2","DF","DurProb6","0.960433955559609","1400"
"1023",3,"model2","exp2","DF","DurProb6","0.985715101955454","1400"
"1024",4,"model2","exp2","DF","DurProb6","0.960523382797648","1400"
"1025",5,"model2","exp2","DF","DurProb6","0.95899851925378","1400"
"1026",6,"model2","exp2","DF","DurProb6","0.638479231944144","1400"
"1027",7,"model2","exp2","DF","DurProb6","0.949526824377342","1400"
"1028",8,"model2","exp2","DF","DurProb6","0.994134243333054","1400"
"1029",9,"model2","exp2","DF","DurProb6","0.99150108398001","1400"
"1030",10,"model2","exp2","DF","DurProb6","0.77257147798114","1400"
"1031",11,"model2","exp2","DF","DurProb6","0.918819131676572","1400"
"1032",12,"model2","exp2","DF","DurProb6","0.981302022483155","1400"
"1033",13,"model2","exp2","DF","DurProb6","0.815653754765476","1400"
"1034",14,"model2","exp2","DF","DurProb6","0.96834326313842","1400"
"1035",15,"model2","exp2","DF","DurProb6","0.954145995218929","1400"
"1036",1,"model2","exp2","AF","DurProb6","0.980491829841625","1400"
"1037",2,"model2","exp2","AF","DurProb6","0.960433955559609","1400"
"1038",3,"model2","exp2","AF","DurProb6","0.985715101955454","1400"
"1039",4,"model2","exp2","AF","DurProb6","0.960523382797648","1400"
"1040",5,"model2","exp2","AF","DurProb6","0.95899851925378","1400"
"1041",6,"model2","exp2","AF","DurProb6","0.638479231944144","1400"
"1042",7,"model2","exp2","AF","DurProb6","0.949526824377342","1400"
"1043",8,"model2","exp2","AF","DurProb6","0.994134243333054","1400"
"1044",9,"model2","exp2","AF","DurProb6","0.99150108398001","1400"
"1045",10,"model2","exp2","AF","DurProb6","0.77257147798114","1400"
"1046",11,"model2","exp2","AF","DurProb6","0.918819131676572","1400"
"1047",12,"model2","exp2","AF","DurProb6","0.981302022483155","1400"
"1048",13,"model2","exp2","AF","DurProb6","0.815653754765476","1400"
"1049",14,"model2","exp2","AF","DurProb6","0.96834326313842","1400"
"1050",15,"model2","exp2","AF","DurProb6","0.954145995218929","1400"
"1051",1,"model2","exp2","DF","DurProb7","0.989742097100431","1600"
"1052",2,"model2","exp2","DF","DurProb7","0.973234234522763","1600"
"1053",3,"model2","exp2","DF","DurProb7","0.992973796988015","1600"
"1054",4,"model2","exp2","DF","DurProb7","0.980366116305833","1600"
"1055",5,"model2","exp2","DF","DurProb7","0.983539571011626","1600"
"1056",6,"model2","exp2","DF","DurProb7","0.786972495009073","1600"
"1057",7,"model2","exp2","DF","DurProb7","0.971732729313832","1600"
"1058",8,"model2","exp2","DF","DurProb7","0.997445755876364","1600"
"1059",9,"model2","exp2","DF","DurProb7","0.996062458742597","1600"
"1060",10,"model2","exp2","DF","DurProb7","0.790149279725585","1600"
"1061",11,"model2","exp2","DF","DurProb7","0.948391550380857","1600"
"1062",12,"model2","exp2","DF","DurProb7","0.99280862533133","1600"
"1063",13,"model2","exp2","DF","DurProb7","0.859892189119185","1600"
"1064",14,"model2","exp2","DF","DurProb7","0.980478948102831","1600"
"1065",15,"model2","exp2","DF","DurProb7","0.979853807429337","1600"
"1066",1,"model2","exp2","AF","DurProb7","0.989742097100431","1600"
"1067",2,"model2","exp2","AF","DurProb7","0.973234234522763","1600"
"1068",3,"model2","exp2","AF","DurProb7","0.992973796988015","1600"
"1069",4,"model2","exp2","AF","DurProb7","0.980366116305833","1600"
"1070",5,"model2","exp2","AF","DurProb7","0.983539571011626","1600"
"1071",6,"model2","exp2","AF","DurProb7","0.786972495009073","1600"
"1072",7,"model2","exp2","AF","DurProb7","0.971732729313832","1600"
"1073",8,"model2","exp2","AF","DurProb7","0.997445755876364","1600"
"1074",9,"model2","exp2","AF","DurProb7","0.996062458742597","1600"
"1075",10,"model2","exp2","AF","DurProb7","0.790149279725585","1600"
"1076",11,"model2","exp2","AF","DurProb7","0.948391550380857","1600"
"1077",12,"model2","exp2","AF","DurProb7","0.99280862533133","1600"
"1078",13,"model2","exp2","AF","DurProb7","0.859892189119185","1600"
"1079",14,"model2","exp2","AF","DurProb7","0.980478948102831","1600"
"1080",15,"model2","exp2","AF","DurProb7","0.979853807429337","1600"
"1081",1,"model2","exp3","U-shaped","DurProb1","3.01754455366093e-10","400"
"1082",2,"model2","exp3","U-shaped","DurProb1","0.000972703560181609","400"
"1083",3,"model2","exp3","U-shaped","DurProb1","5.0623938999898e-06","400"
"1084",4,"model2","exp3","U-shaped","DurProb1","1.12023435423916e-06","400"
"1085",5,"model2","exp3","U-shaped","DurProb1","0.000140450905993626","400"
"1086",6,"model2","exp3","U-shaped","DurProb1","1.30151708918759e-07","400"
"1087",7,"model2","exp3","U-shaped","DurProb1","3.99054967670339e-07","400"
"1088",8,"model2","exp3","U-shaped","DurProb1","3.52507245388526e-07","400"
"1089",9,"model2","exp3","U-shaped","DurProb1","0.000498038471882945","400"
"1090",10,"model2","exp3","U-shaped","DurProb1","1.44345000949288e-06","400"
"1091",11,"model2","exp3","U-shaped","DurProb1","0.0154099662815805","400"
"1092",12,"model2","exp3","U-shaped","DurProb1","0.0100288876846374","400"
"1093",13,"model2","exp3","U-shaped","DurProb1","4.09861007807156e-05","400"
"1094",14,"model2","exp3","U-shaped","DurProb1","0.0613837693607038","400"
"1095",15,"model2","exp3","U-shaped","DurProb1","9.75918946114976e-08","400"
"1096",1,"model2","exp3","I T-shaped","DurProb1","3.01754455366093e-10","400"
"1097",2,"model2","exp3","I T-shaped","DurProb1","0.000972703560181609","400"
"1098",3,"model2","exp3","I T-shaped","DurProb1","5.0623938999898e-06","400"
"1099",4,"model2","exp3","I T-shaped","DurProb1","1.12023435423916e-06","400"
"1100",5,"model2","exp3","I T-shaped","DurProb1","0.000140450905993626","400"
"1101",6,"model2","exp3","I T-shaped","DurProb1","1.30151708918759e-07","400"
"1102",7,"model2","exp3","I T-shaped","DurProb1","3.99054967670339e-07","400"
"1103",8,"model2","exp3","I T-shaped","DurProb1","3.52507245388526e-07","400"
"1104",9,"model2","exp3","I T-shaped","DurProb1","0.000498038471882945","400"
"1105",10,"model2","exp3","I T-shaped","DurProb1","1.44345000949288e-06","400"
"1106",11,"model2","exp3","I T-shaped","DurProb1","0.0154099662815805","400"
"1107",12,"model2","exp3","I T-shaped","DurProb1","0.0100288876846374","400"
"1108",13,"model2","exp3","I T-shaped","DurProb1","4.09861007807156e-05","400"
"1109",14,"model2","exp3","I T-shaped","DurProb1","0.0613837693607038","400"
"1110",15,"model2","exp3","I T-shaped","DurProb1","9.75918946114976e-08","400"
"1111",1,"model2","exp3","U-shaped","DurProb2","1.17793385505113e-05","550"
"1112",2,"model2","exp3","U-shaped","DurProb2","0.040342985838586","550"
"1113",3,"model2","exp3","U-shaped","DurProb2","0.00265186110787377","550"
"1114",4,"model2","exp3","U-shaped","DurProb2","0.000860254288190147","550"
"1115",5,"model2","exp3","U-shaped","DurProb2","0.00974476502717572","550"
"1116",6,"model2","exp3","U-shaped","DurProb2","0.000466008353535727","550"
"1117",7,"model2","exp3","U-shaped","DurProb2","0.000288763412498549","550"
"1118",8,"model2","exp3","U-shaped","DurProb2","0.000535000837289415","550"
"1119",9,"model2","exp3","U-shaped","DurProb2","0.0361482346847997","550"
"1120",10,"model2","exp3","U-shaped","DurProb2","0.00114012601048499","550"
"1121",11,"model2","exp3","U-shaped","DurProb2","0.165317178803601","550"
"1122",12,"model2","exp3","U-shaped","DurProb2","0.219826898373975","550"
"1123",13,"model2","exp3","U-shaped","DurProb2","0.0229531371795131","550"
"1124",14,"model2","exp3","U-shaped","DurProb2","0.344300941419556","550"
"1125",15,"model2","exp3","U-shaped","DurProb2","0.000338101854441992","550"
"1126",1,"model2","exp3","I T-shaped","DurProb2","1.17793385505113e-05","550"
"1127",2,"model2","exp3","I T-shaped","DurProb2","0.040342985838586","550"
"1128",3,"model2","exp3","I T-shaped","DurProb2","0.00265186110787377","550"
"1129",4,"model2","exp3","I T-shaped","DurProb2","0.000860254288190147","550"
"1130",5,"model2","exp3","I T-shaped","DurProb2","0.00974476502717572","550"
"1131",6,"model2","exp3","I T-shaped","DurProb2","0.000466008353535727","550"
"1132",7,"model2","exp3","I T-shaped","DurProb2","0.000288763412498549","550"
"1133",8,"model2","exp3","I T-shaped","DurProb2","0.000535000837289415","550"
"1134",9,"model2","exp3","I T-shaped","DurProb2","0.0361482346847997","550"
"1135",10,"model2","exp3","I T-shaped","DurProb2","0.00114012601048499","550"
"1136",11,"model2","exp3","I T-shaped","DurProb2","0.165317178803601","550"
"1137",12,"model2","exp3","I T-shaped","DurProb2","0.219826898373975","550"
"1138",13,"model2","exp3","I T-shaped","DurProb2","0.0229531371795131","550"
"1139",14,"model2","exp3","I T-shaped","DurProb2","0.344300941419556","550"
"1140",15,"model2","exp3","I T-shaped","DurProb2","0.000338101854441992","550"
"1141",1,"model2","exp3","U-shaped","DurProb3","0.00492809371800267","700"
"1142",2,"model2","exp3","U-shaped","DurProb3","0.265503224934124","700"
"1143",3,"model2","exp3","U-shaped","DurProb3","0.0870254014266446","700"
"1144",4,"model2","exp3","U-shaped","DurProb3","0.0369501167342314","700"
"1145",5,"model2","exp3","U-shaped","DurProb3","0.100374286733166","700"
"1146",6,"model2","exp3","U-shaped","DurProb3","0.0476782727583167","700"
"1147",7,"model2","exp3","U-shaped","DurProb3","0.0122850293424406","700"
"1148",8,"model2","exp3","U-shaped","DurProb3","0.0340029198452871","700"
"1149",9,"model2","exp3","U-shaped","DurProb3","0.307006463336848","700"
"1150",10,"model2","exp3","U-shaped","DurProb3","0.0491567809962307","700"
"1151",11,"model2","exp3","U-shaped","DurProb3","0.45787860265726","700"
"1152",12,"model2","exp3","U-shaped","DurProb3","0.65331160443467","700"
"1153",13,"model2","exp3","U-shaped","DurProb3","0.469575716339742","700"
"1154",14,"model2","exp3","U-shaped","DurProb3","0.633240270679534","700"
"1155",15,"model2","exp3","U-shaped","DurProb3","0.0344126230166481","700"
"1156",1,"model2","exp3","I T-shaped","DurProb3","0.00492809371800267","700"
"1157",2,"model2","exp3","I T-shaped","DurProb3","0.265503224934124","700"
"1158",3,"model2","exp3","I T-shaped","DurProb3","0.0870254014266446","700"
"1159",4,"model2","exp3","I T-shaped","DurProb3","0.0369501167342314","700"
"1160",5,"model2","exp3","I T-shaped","DurProb3","0.100374286733166","700"
"1161",6,"model2","exp3","I T-shaped","DurProb3","0.0476782727583167","700"
"1162",7,"model2","exp3","I T-shaped","DurProb3","0.0122850293424406","700"
"1163",8,"model2","exp3","I T-shaped","DurProb3","0.0340029198452871","700"
"1164",9,"model2","exp3","I T-shaped","DurProb3","0.307006463336848","700"
"1165",10,"model2","exp3","I T-shaped","DurProb3","0.0491567809962307","700"
"1166",11,"model2","exp3","I T-shaped","DurProb3","0.45787860265726","700"
"1167",12,"model2","exp3","I T-shaped","DurProb3","0.65331160443467","700"
"1168",13,"model2","exp3","I T-shaped","DurProb3","0.469575716339742","700"
"1169",14,"model2","exp3","I T-shaped","DurProb3","0.633240270679534","700"
"1170",15,"model2","exp3","I T-shaped","DurProb3","0.0344126230166481","700"
"1171",1,"model2","exp3","U-shaped","DurProb4","0.198007648872036","850"
"1172",2,"model2","exp3","U-shaped","DurProb4","0.592582828014277","850"
"1173",3,"model2","exp3","U-shaped","DurProb4","0.491383144949779","850"
"1174",4,"model2","exp3","U-shaped","DurProb4","0.309228599177363","850"
"1175",5,"model2","exp3","U-shaped","DurProb4","0.34934705489127","850"
"1176",6,"model2","exp3","U-shaped","DurProb4","0.507871262142372","850"
"1177",7,"model2","exp3","U-shaped","DurProb4","0.12429315893489","850"
"1178",8,"model2","exp3","U-shaped","DurProb4","0.345669172294635","850"
"1179",9,"model2","exp3","U-shaped","DurProb4","0.686442195389623","850"
"1180",10,"model2","exp3","U-shaped","DurProb4","0.378714605107388","850"
"1181",11,"model2","exp3","U-shaped","DurProb4","0.683422145779272","850"
"1182",12,"model2","exp3","U-shaped","DurProb4","0.865673660973392","850"
"1183",13,"model2","exp3","U-shaped","DurProb4","0.90260227322855","850"
"1184",14,"model2","exp3","U-shaped","DurProb4","0.788574757091472","850"
"1185",15,"model2","exp3","U-shaped","DurProb4","0.420522492036077","850"
"1186",1,"model2","exp3","I T-shaped","DurProb4","0.198007648872036","850"
"1187",2,"model2","exp3","I T-shaped","DurProb4","0.592582828014277","850"
"1188",3,"model2","exp3","I T-shaped","DurProb4","0.491383144949779","850"
"1189",4,"model2","exp3","I T-shaped","DurProb4","0.309228599177363","850"
"1190",5,"model2","exp3","I T-shaped","DurProb4","0.34934705489127","850"
"1191",6,"model2","exp3","I T-shaped","DurProb4","0.507871262142372","850"
"1192",7,"model2","exp3","I T-shaped","DurProb4","0.12429315893489","850"
"1193",8,"model2","exp3","I T-shaped","DurProb4","0.345669172294635","850"
"1194",9,"model2","exp3","I T-shaped","DurProb4","0.686442195389623","850"
"1195",10,"model2","exp3","I T-shaped","DurProb4","0.378714605107388","850"
"1196",11,"model2","exp3","I T-shaped","DurProb4","0.683422145779272","850"
"1197",12,"model2","exp3","I T-shaped","DurProb4","0.865673660973392","850"
"1198",13,"model2","exp3","I T-shaped","DurProb4","0.90260227322855","850"
"1199",14,"model2","exp3","I T-shaped","DurProb4","0.788574757091472","850"
"1200",15,"model2","exp3","I T-shaped","DurProb4","0.420522492036077","850"
"1201",1,"model2","exp3","U-shaped","DurProb5","0.792087596627578","1000"
"1202",2,"model2","exp3","U-shaped","DurProb5","0.7939989936189","1000"
"1203",3,"model2","exp3","U-shaped","DurProb5","0.830159091445737","1000"
"1204",4,"model2","exp3","U-shaped","DurProb5","0.714234061435011","1000"
"1205",5,"model2","exp3","U-shaped","DurProb5","0.617252578096874","1000"
"1206",6,"model2","exp3","U-shaped","DurProb5","0.89563400938746","1000"
"1207",7,"model2","exp3","U-shaped","DurProb5","0.438278561682554","1000"
"1208",8,"model2","exp3","U-shaped","DurProb5","0.7786605226418","1000"
"1209",9,"model2","exp3","U-shaped","DurProb5","0.870108836432991","1000"
"1210",10,"model2","exp3","U-shaped","DurProb5","0.774189595180219","1000"
