"","NSub","model","exp","cond","DurID","Prob","Dur"
"2550",15,"model4","exp3","I T-shaped","DurProb5","0.898374726313016","1000"
"2551",1,"model4","exp3","U-shaped","DurProb6","0.986630476910171","1150"
"2552",2,"model4","exp3","U-shaped","DurProb6","0.937153452869858","1150"
"2553",3,"model4","exp3","U-shaped","DurProb6","0.987219181046897","1150"
"2554",4,"model4","exp3","U-shaped","DurProb6","0.951071761680355","1150"
"2555",5,"model4","exp3","U-shaped","DurProb6","0.894966720509122","1150"
"2556",6,"model4","exp3","U-shaped","DurProb6","0.983877251026412","1150"
"2557",7,"model4","exp3","U-shaped","DurProb6","0.931191133436378","1150"
"2558",8,"model4","exp3","U-shaped","DurProb6","0.973648786962015","1150"
"2559",9,"model4","exp3","U-shaped","DurProb6","0.947633970551639","1150"
"2560",10,"model4","exp3","U-shaped","DurProb6","0.958897636835105","1150"
"2561",11,"model4","exp3","U-shaped","DurProb6","0.90473876478161","1150"
"2562",12,"model4","exp3","U-shaped","DurProb6","0.930565581698242","1150"
"2563",13,"model4","exp3","U-shaped","DurProb6","0.9713971245086","1150"
"2564",14,"model4","exp3","U-shaped","DurProb6","0.899192867697119","1150"
"2565",15,"model4","exp3","U-shaped","DurProb6","0.975951397160563","1150"
"2566",1,"model4","exp3","I T-shaped","DurProb6","0.986630476910171","1150"
"2567",2,"model4","exp3","I T-shaped","DurProb6","0.937153452869858","1150"
"2568",3,"model4","exp3","I T-shaped","DurProb6","0.987219181046897","1150"
"2569",4,"model4","exp3","I T-shaped","DurProb6","0.951071761680355","1150"
"2570",5,"model4","exp3","I T-shaped","DurProb6","0.894966720509122","1150"
"2571",6,"model4","exp3","I T-shaped","DurProb6","0.983877251026412","1150"
"2572",7,"model4","exp3","I T-shaped","DurProb6","0.931191133436378","1150"
"2573",8,"model4","exp3","I T-shaped","DurProb6","0.973648786962015","1150"
"2574",9,"model4","exp3","I T-shaped","DurProb6","0.947633970551639","1150"
"2575",10,"model4","exp3","I T-shaped","DurProb6","0.958897636835105","1150"
"2576",11,"model4","exp3","I T-shaped","DurProb6","0.90473876478161","1150"
"2577",12,"model4","exp3","I T-shaped","DurProb6","0.930565581698242","1150"
"2578",13,"model4","exp3","I T-shaped","DurProb6","0.9713971245086","1150"
"2579",14,"model4","exp3","I T-shaped","DurProb6","0.899192867697119","1150"
"2580",15,"model4","exp3","I T-shaped","DurProb6","0.975951397160563","1150"
"2581",1,"model4","exp3","U-shaped","DurProb7","0.996865006388109","1300"
"2582",2,"model4","exp3","U-shaped","DurProb7","0.966192075108298","1300"
"2583",3,"model4","exp3","U-shaped","DurProb7","0.997133216142316","1300"
"2584",4,"model4","exp3","U-shaped","DurProb7","0.97850908990781","1300"
"2585",5,"model4","exp3","U-shaped","DurProb7","0.935082280020322","1300"
"2586",6,"model4","exp3","U-shaped","DurProb7","0.995742213190486","1300"
"2587",7,"model4","exp3","U-shaped","DurProb7","0.965252783434411","1300"
"2588",8,"model4","exp3","U-shaped","DurProb7","0.991114296996004","1300"
"2589",9,"model4","exp3","U-shaped","DurProb7","0.974955799841394","1300"
"2590",10,"model4","exp3","U-shaped","DurProb7","0.983712140361877","1300"
"2591",11,"model4","exp3","U-shaped","DurProb7","0.936695209248669","1300"
"2592",12,"model4","exp3","U-shaped","DurProb7","0.959729423679036","1300"
"2593",13,"model4","exp3","U-shaped","DurProb7","0.989788531943319","1300"
"2594",14,"model4","exp3","U-shaped","DurProb7","0.926568648146064","1300"
"2595",15,"model4","exp3","U-shaped","DurProb7","0.992427833092231","1300"
"2596",1,"model4","exp3","I T-shaped","DurProb7","0.996865006388109","1300"
"2597",2,"model4","exp3","I T-shaped","DurProb7","0.966192075108298","1300"
"2598",3,"model4","exp3","I T-shaped","DurProb7","0.997133216142316","1300"
"2599",4,"model4","exp3","I T-shaped","DurProb7","0.97850908990781","1300"
"2600",5,"model4","exp3","I T-shaped","DurProb7","0.935082280020322","1300"
"2601",6,"model4","exp3","I T-shaped","DurProb7","0.995742213190486","1300"
"2602",7,"model4","exp3","I T-shaped","DurProb7","0.965252783434411","1300"
"2603",8,"model4","exp3","I T-shaped","DurProb7","0.991114296996004","1300"
"2604",9,"model4","exp3","I T-shaped","DurProb7","0.974955799841394","1300"
"2605",10,"model4","exp3","I T-shaped","DurProb7","0.983712140361877","1300"
"2606",11,"model4","exp3","I T-shaped","DurProb7","0.936695209248669","1300"
"2607",12,"model4","exp3","I T-shaped","DurProb7","0.959729423679036","1300"
"2608",13,"model4","exp3","I T-shaped","DurProb7","0.989788531943319","1300"
"2609",14,"model4","exp3","I T-shaped","DurProb7","0.926568648146064","1300"
"2610",15,"model4","exp3","I T-shaped","DurProb7","0.992427833092231","1300"
"2611",1,"model4","exp3","U-shaped","DurProb8","0.999013589366312","1450"
"2612",2,"model4","exp3","U-shaped","DurProb8","0.979539656710894","1450"
"2613",3,"model4","exp3","U-shaped","DurProb8","0.999129101324465","1450"
"2614",4,"model4","exp3","U-shaped","DurProb8","0.988941787127823","1450"
"2615",5,"model4","exp3","U-shaped","DurProb8","0.956223598278562","1450"
"2616",6,"model4","exp3","U-shaped","DurProb8","0.998528864947642","1450"
"2617",7,"model4","exp3","U-shaped","DurProb8","0.980055537752419","1450"
"2618",8,"model4","exp3","U-shaped","DurProb8","0.996281266941337","1450"
"2619",9,"model4","exp3","U-shaped","DurProb8","0.986201469208119","1450"
"2620",10,"model4","exp3","U-shaped","DurProb8","0.99227324082456","1450"
"2621",11,"model4","exp3","U-shaped","DurProb8","0.954611171894589","1450"
"2622",12,"model4","exp3","U-shaped","DurProb8","0.974107211166797","1450"
"2623",13,"model4","exp3","U-shaped","DurProb8","0.995529384615895","1450"
"2624",14,"model4","exp3","U-shaped","DurProb8","0.943225819542723","1450"
"2625",15,"model4","exp3","U-shaped","DurProb8","0.996997973667526","1450"
"2626",1,"model4","exp3","I T-shaped","DurProb8","0.999013589366312","1450"
"2627",2,"model4","exp3","I T-shaped","DurProb8","0.979539656710894","1450"
"2628",3,"model4","exp3","I T-shaped","DurProb8","0.999129101324465","1450"
"2629",4,"model4","exp3","I T-shaped","DurProb8","0.988941787127823","1450"
"2630",5,"model4","exp3","I T-shaped","DurProb8","0.956223598278562","1450"
"2631",6,"model4","exp3","I T-shaped","DurProb8","0.998528864947642","1450"
"2632",7,"model4","exp3","I T-shaped","DurProb8","0.980055537752419","1450"
"2633",8,"model4","exp3","I T-shaped","DurProb8","0.996281266941337","1450"
"2634",9,"model4","exp3","I T-shaped","DurProb8","0.986201469208119","1450"
"2635",10,"model4","exp3","I T-shaped","DurProb8","0.99227324082456","1450"
"2636",11,"model4","exp3","I T-shaped","DurProb8","0.954611171894589","1450"
"2637",12,"model4","exp3","I T-shaped","DurProb8","0.974107211166797","1450"
"2638",13,"model4","exp3","I T-shaped","DurProb8","0.995529384615895","1450"
"2639",14,"model4","exp3","I T-shaped","DurProb8","0.943225819542723","1450"
"2640",15,"model4","exp3","I T-shaped","DurProb8","0.996997973667526","1450"
"2641",1,"model5","exp1","PS","DurProb1","5.40887731795587e-07","400"
"2642",2,"model5","exp1","PS","DurProb1","1.09524207384391e-06","400"
"2643",3,"model5","exp1","PS","DurProb1","0.00809525033349701","400"
"2644",4,"model5","exp1","PS","DurProb1","0.00861004570371104","400"
"2645",5,"model5","exp1","PS","DurProb1","0.0639107019090719","400"
"2646",6,"model5","exp1","PS","DurProb1","0.00155392712572006","400"
"2647",7,"model5","exp1","PS","DurProb1","0.00014357765586154","400"
"2648",8,"model5","exp1","PS","DurProb1","0.000736450392007749","400"
"2649",9,"model5","exp1","PS","DurProb1","9.41615769749905e-05","400"
"2650",10,"model5","exp1","PS","DurProb1","0.000800782976269539","400"
"2651",11,"model5","exp1","PS","DurProb1","0.0308353015808094","400"
"2652",12,"model5","exp1","PS","DurProb1","0.000642174403912321","400"
"2653",13,"model5","exp1","PS","DurProb1","5.29682313778889e-07","400"
"2654",14,"model5","exp1","PS","DurProb1","0.00289720539789995","400"
"2655",15,"model5","exp1","PS","DurProb1","6.80523919020445e-08","400"
"2656",1,"model5","exp1","NS","DurProb1","1.0319277362246e-07","400"
"2657",2,"model5","exp1","NS","DurProb1","5.13123422582165e-05","400"
"2658",3,"model5","exp1","NS","DurProb1","0.00296830663549685","400"
"2659",4,"model5","exp1","NS","DurProb1","0.000600933530177004","400"
"2660",5,"model5","exp1","NS","DurProb1","0.0210742761146027","400"
"2661",6,"model5","exp1","NS","DurProb1","0.000285639743400956","400"
"2662",7,"model5","exp1","NS","DurProb1","6.72774745996294e-05","400"
"2663",8,"model5","exp1","NS","DurProb1","8.08018805309123e-07","400"
"2664",9,"model5","exp1","NS","DurProb1","1.16065142030351e-05","400"
"2665",10,"model5","exp1","NS","DurProb1","1.12098510301625e-05","400"
"2666",11,"model5","exp1","NS","DurProb1","0.0191118241785091","400"
"2667",12,"model5","exp1","NS","DurProb1","4.05606499777873e-07","400"
"2668",13,"model5","exp1","NS","DurProb1","9.50540559811023e-08","400"
"2669",14,"model5","exp1","NS","DurProb1","6.13723799304306e-05","400"
"2670",15,"model5","exp1","NS","DurProb1","2.09719911821475e-08","400"
"2671",1,"model5","exp1","PS","DurProb2","7.15828261894725e-05","504"
"2672",2,"model5","exp1","PS","DurProb2","0.000124346045265278","504"
"2673",3,"model5","exp1","PS","DurProb2","0.0673095635067581","504"
"2674",4,"model5","exp1","PS","DurProb2","0.11156353517366","504"
"2675",5,"model5","exp1","PS","DurProb2","0.271121314203628","504"
"2676",6,"model5","exp1","PS","DurProb2","0.0173293187955661","504"
"2677",7,"model5","exp1","PS","DurProb2","0.00441724094672837","504"
"2678",8,"model5","exp1","PS","DurProb2","0.0143383044165126","504"
"2679",9,"model5","exp1","PS","DurProb2","0.00335054554853549","504"
"2680",10,"model5","exp1","PS","DurProb2","0.0208895664372952","504"
"2681",11,"model5","exp1","PS","DurProb2","0.230996536195201","504"
"2682",12,"model5","exp1","PS","DurProb2","0.0248958017695664","504"
"2683",13,"model5","exp1","PS","DurProb2","0.00011910639300472","504"
"2684",14,"model5","exp1","PS","DurProb2","0.0408175515928302","504"
"2685",15,"model5","exp1","PS","DurProb2","2.87396722506207e-05","504"
"2686",1,"model5","exp1","NS","DurProb2","0.00878760542283514","730"
"2687",2,"model5","exp1","NS","DurProb2","0.0658358802356486","730"
"2688",3,"model5","exp1","NS","DurProb2","0.344769208889899","730"
"2689",4,"model5","exp1","NS","DurProb2","0.337479032311725","730"
"2690",5,"model5","exp1","NS","DurProb2","0.561158467812136","730"
"2691",6,"model5","exp1","NS","DurProb2","0.18516588709688","730"
"2692",7,"model5","exp1","NS","DurProb2","0.128583991490974","730"
"2693",8,"model5","exp1","NS","DurProb2","0.0374700796000898","730"
"2694",9,"model5","exp1","NS","DurProb2","0.172330191175601","730"
"2695",10,"model5","exp1","NS","DurProb2","0.13814134712982","730"
"2696",11,"model5","exp1","NS","DurProb2","0.819163109450734","730"
"2697",12,"model5","exp1","NS","DurProb2","0.0858013600860062","730"
"2698",13,"model5","exp1","NS","DurProb2","0.0215470761074506","730"
"2699",14,"model5","exp1","NS","DurProb2","0.238593271580801","730"
"2700",15,"model5","exp1","NS","DurProb2","0.00705255047370549","730"
"2701",1,"model5","exp1","PS","DurProb3","0.00352368951935634","636"
"2702",2,"model5","exp1","PS","DurProb3","0.00540620654455134","636"
"2703",3,"model5","exp1","PS","DurProb3","0.291336002328822","636"
"2704",4,"model5","exp1","PS","DurProb3","0.514377577277685","636"
"2705",5,"model5","exp1","PS","DurProb3","0.590088916506752","636"
"2706",6,"model5","exp1","PS","DurProb3","0.109090040481488","636"
"2707",7,"model5","exp1","PS","DurProb3","0.0642091867184103","636"
"2708",8,"model5","exp1","PS","DurProb3","0.135928031988137","636"
"2709",9,"model5","exp1","PS","DurProb3","0.055127570595959","636"
"2710",10,"model5","exp1","PS","DurProb3","0.226578913496628","636"
"2711",11,"model5","exp1","PS","DurProb3","0.64324178104771","636"
"2712",12,"model5","exp1","PS","DurProb3","0.325517891599117","636"
"2713",13,"model5","exp1","PS","DurProb3","0.0089039580347429","636"
"2714",14,"model5","exp1","PS","DurProb3","0.26613263966138","636"
"2715",15,"model5","exp1","PS","DurProb3","0.00357180727797053","636"
"2716",1,"model5","exp1","NS","DurProb3","0.251903465505525","992"
"2717",2,"model5","exp1","NS","DurProb3","0.415934498036388","992"
"2718",3,"model5","exp1","NS","DurProb3","0.733898522557811","992"
"2719",4,"model5","exp1","NS","DurProb3","0.815141979096036","992"
"2720",5,"model5","exp1","NS","DurProb3","0.825402746797428","992"
"2721",6,"model5","exp1","NS","DurProb3","0.658447885249316","992"
"2722",7,"model5","exp1","NS","DurProb3","0.633973508381479","992"
"2723",8,"model5","exp1","NS","DurProb3","0.551294789306585","992"
"2724",9,"model5","exp1","NS","DurProb3","0.827277260454138","992"
"2725",10,"model5","exp1","NS","DurProb3","0.774207088226441","992"
"2726",11,"model5","exp1","NS","DurProb3","0.962854580286649","992"
"2727",12,"model5","exp1","NS","DurProb3","0.830373328633345","992"
"2728",13,"model5","exp1","NS","DurProb3","0.534680719411766","992"
"2729",14,"model5","exp1","NS","DurProb3","0.82820336325534","992"
"2730",15,"model5","exp1","NS","DurProb3","0.295035192764056","992"
"2731",1,"model5","exp1","PS","DurProb4","0.0696431100657695","800"
"2732",2,"model5","exp1","PS","DurProb4","0.0946607619562397","800"
"2733",3,"model5","exp1","PS","DurProb4","0.616078648529007","800"
"2734",4,"model5","exp1","PS","DurProb4","0.848978279666598","800"
"2735",5,"model5","exp1","PS","DurProb4","0.805898619703342","800"
"2736",6,"model5","exp1","PS","DurProb4","0.358174228382232","800"
"2737",7,"model5","exp1","PS","DurProb4","0.369189754201344","800"
"2738",8,"model5","exp1","PS","DurProb4","0.503506006112967","800"
"2739",9,"model5","exp1","PS","DurProb4","0.352608369770649","800"
"2740",10,"model5","exp1","PS","DurProb4","0.694820266249153","800"
"2741",11,"model5","exp1","PS","DurProb4","0.879978975327995","800"
"2742",12,"model5","exp1","PS","DurProb4","0.828090773009869","800"
"2743",13,"model5","exp1","PS","DurProb4","0.209401041970628","800"
"2744",14,"model5","exp1","PS","DurProb4","0.65988143307467","800"
"2745",15,"model5","exp1","PS","DurProb4","0.135452307603652","800"
"2746",1,"model5","exp1","NS","DurProb4","0.661068090129523","1200"
"2747",2,"model5","exp1","NS","DurProb4","0.685158897675747","1200"
"2748",3,"model5","exp1","NS","DurProb4","0.859911284211214","1200"
"2749",4,"model5","exp1","NS","DurProb4","0.925954129098259","1200"
"2750",5,"model5","exp1","NS","DurProb4","0.898881733609998","1200"
"2751",6,"model5","exp1","NS","DurProb4","0.844091618867408","1200"
"2752",7,"model5","exp1","NS","DurProb4","0.850526117511143","1200"
"2753",8,"model5","exp1","NS","DurProb4","0.866806972290295","1200"
"2754",9,"model5","exp1","NS","DurProb4","0.956094687643118","1200"
"2755",10,"model5","exp1","NS","DurProb4","0.937702939022661","1200"
"2756",11,"model5","exp1","NS","DurProb4","0.98365752604988","1200"
"2757",12,"model5","exp1","NS","DurProb4","0.970630968235911","1200"
"2758",13,"model5","exp1","NS","DurProb4","0.885832835204589","1200"
"2759",14,"model5","exp1","NS","DurProb4","0.947500581538677","1200"
"2760",15,"model5","exp1","NS","DurProb4","0.749804761662023","1200"
"2761",1,"model5","exp1","PS","DurProb5","0.462706985040283","1008"
"2762",2,"model5","exp1","PS","DurProb5","0.526998204939301","1008"
"2763",3,"model5","exp1","PS","DurProb5","0.826744195364806","1008"
"2764",4,"model5","exp1","PS","DurProb5","0.955309082979751","1008"
"2765",5,"model5","exp1","PS","DurProb5","0.906465185548716","1008"
"2766",6,"model5","exp1","PS","DurProb5","0.652596688198131","1008"
"2767",7,"model5","exp1","PS","DurProb5","0.764883901267489","1008"
"2768",8,"model5","exp1","PS","DurProb5","0.818363761017297","1008"
"2769",9,"model5","exp1","PS","DurProb5","0.764942539471981","1008"
"2770",10,"model5","exp1","PS","DurProb5","0.921551387057467","1008"
"2771",11,"model5","exp1","PS","DurProb5","0.957497975287038","1008"
"2772",12,"model5","exp1","PS","DurProb5","0.968115695761753","1008"
"2773",13,"model5","exp1","PS","DurProb5","0.798873289954834","1008"
"2774",14,"model5","exp1","PS","DurProb5","0.881303782794074","1008"
"2775",15,"model5","exp1","PS","DurProb5","0.763019442145296","1008"
"2776",1,"model5","exp1","NS","DurProb5","0.843710219763271","1366"
"2777",2,"model5","exp1","NS","DurProb5","0.806121308944612","1366"
"2778",3,"model5","exp1","NS","DurProb5","0.907059123184941","1366"
"2779",4,"model5","exp1","NS","DurProb5","0.958123968991043","1366"
"2780",5,"model5","exp1","NS","DurProb5","0.927630079243039","1366"
"2781",6,"model5","exp1","NS","DurProb5","0.907833188473745","1366"
"2782",7,"model5","exp1","NS","DurProb5","0.918944547762915","1366"
"2783",8,"model5","exp1","NS","DurProb5","0.944759050554128","1366"
"2784",9,"model5","exp1","NS","DurProb5","0.981266015169993","1366"
"2785",10,"model5","exp1","NS","DurProb5","0.972585215595923","1366"
"2786",11,"model5","exp1","NS","DurProb5","0.989906990477619","1366"
"2787",12,"model5","exp1","NS","DurProb5","0.990095649286984","1366"
"2788",13,"model5","exp1","NS","DurProb5","0.959136477335642","1366"
"2789",14,"model5","exp1","NS","DurProb5","0.974866596387791","1366"
"2790",15,"model5","exp1","NS","DurProb5","0.903656253953825","1366"
"2791",1,"model5","exp1","PS","DurProb6","0.856775080760567","1270"
"2792",2,"model5","exp1","PS","DurProb6","0.879266942886857","1270"
"2793",3,"model5","exp1","PS","DurProb6","0.918895112805581","1270"
"2794",4,"model5","exp1","PS","DurProb6","0.984047384548155","1270"
"2795",5,"model5","exp1","PS","DurProb6","0.949969037032554","1270"
"2796",6,"model5","exp1","PS","DurProb6","0.831114874582136","1270"
"2797",7,"model5","exp1","PS","DurProb6","0.92694589982621","1270"
"2798",8,"model5","exp1","PS","DurProb6","0.936348634682306","1270"
"2799",9,"model5","exp1","PS","DurProb6","0.930753939613571","1270"
"2800",10,"model5","exp1","PS","DurProb6","0.97736960568905","1270"
"2801",11,"model5","exp1","PS","DurProb6","0.982110000494508","1270"
"2802",12,"model5","exp1","PS","DurProb6","0.992415683562173","1270"
"2803",13,"model5","exp1","PS","DurProb6","0.971468485672159","1270"
"2804",14,"model5","exp1","PS","DurProb6","0.955625921819861","1270"
"2805",15,"model5","exp1","PS","DurProb6","0.972557732624072","1270"
"2806",1,"model5","exp1","NS","DurProb6","0.910976001506852","1496"
"2807",2,"model5","exp1","NS","DurProb6","0.861963874097261","1496"
"2808",3,"model5","exp1","NS","DurProb6","0.928874378631732","1496"
"2809",4,"model5","exp1","NS","DurProb6","0.970964273737033","1496"
"2810",5,"model5","exp1","NS","DurProb6","0.941626408991624","1496"
"2811",6,"model5","exp1","NS","DurProb6","0.934832524864869","1496"
"2812",7,"model5","exp1","NS","DurProb6","0.945891393582072","1496"
"2813",8,"model5","exp1","NS","DurProb6","0.969116997660821","1496"
"2814",9,"model5","exp1","NS","DurProb6","0.989119555379922","1496"
"2815",10,"model5","exp1","NS","DurProb6","0.983816550110581","1496"
"2816",11,"model5","exp1","NS","DurProb6","0.992553096328727","1496"
"2817",12,"model5","exp1","NS","DurProb6","0.995033752254029","1496"
"2818",13,"model5","exp1","NS","DurProb6","0.979187081137589","1496"
"2819",14,"model5","exp1","NS","DurProb6","0.98430679895683","1496"
"2820",15,"model5","exp1","NS","DurProb6","0.950511181573142","1496"
"2821",1,"model5","exp1","PS","DurProb7","0.965335180106411","1600"
"2822",2,"model5","exp1","PS","DurProb7","0.969975345796338","1600"
"2823",3,"model5","exp1","PS","DurProb7","0.9574494504999","1600"
"2824",4,"model5","exp1","PS","DurProb7","0.993056654947052","1600"
"2825",5,"model5","exp1","PS","DurProb7","0.970040113412814","1600"
"2826",6,"model5","exp1","PS","DurProb7","0.913549169273888","1600"
"2827",7,"model5","exp1","PS","DurProb7","0.973933801636879","1600"
"2828",8,"model5","exp1","PS","DurProb7","0.974105836433131","1600"
"2829",9,"model5","exp1","PS","DurProb7","0.976427321779699","1600"
"2830",10,"model5","exp1","PS","DurProb7","0.991826801773357","1600"
"2831",11,"model5","exp1","PS","DurProb7","0.991095320684548","1600"
"2832",12,"model5","exp1","PS","DurProb7","0.997608018695008","1600"
"2833",13,"model5","exp1","PS","DurProb7","0.994689182899815","1600"
"2834",14,"model5","exp1","PS","DurProb7","0.980443598768096","1600"
"2835",15,"model5","exp1","PS","DurProb7","0.995811075951704","1600"
"2836",1,"model5","exp1","NS","DurProb7","0.940609745267631","1600"
"2837",2,"model5","exp1","NS","DurProb7","0.891820359055511","1600"
"2838",3,"model5","exp1","NS","DurProb7","0.940948104707484","1600"
"2839",4,"model5","exp1","NS","DurProb7","0.977444455323944","1600"
"2840",5,"model5","exp1","NS","DurProb7","0.949682204204856","1600"
"2841",6,"model5","exp1","NS","DurProb7","0.948834953719043","1600"
"2842",7,"model5","exp1","NS","DurProb7","0.959179833631959","1600"
"2843",8,"model5","exp1","NS","DurProb7","0.979381428453279","1600"
"2844",9,"model5","exp1","NS","DurProb7","0.992508123443858","1600"
"2845",10,"model5","exp1","NS","DurProb7","0.988741361955667","1600"
"2846",11,"model5","exp1","NS","DurProb7","0.993952040456446","1600"
"2847",12,"model5","exp1","NS","DurProb7","0.996905382356864","1600"
"2848",13,"model5","exp1","NS","DurProb7","0.986953140306627","1600"
"2849",14,"model5","exp1","NS","DurProb7","0.988648228815256","1600"
"2850",15,"model5","exp1","NS","DurProb7","0.969075010854647","1600"
"2851",1,"model5","exp2","DF","DurProb1","0.000195816903877867","400"
"2852",2,"model5","exp2","DF","DurProb1","0.0077504816788072","400"
"2853",3,"model5","exp2","DF","DurProb1","2.59449948499643e-06","400"
"2854",4,"model5","exp2","DF","DurProb1","4.41576591272395e-07","400"
"2855",5,"model5","exp2","DF","DurProb1","1.31873479212164e-05","400"
"2856",6,"model5","exp2","DF","DurProb1","6.48056259136041e-06","400"
"2857",7,"model5","exp2","DF","DurProb1","2.63584436508706e-05","400"
"2858",8,"model5","exp2","DF","DurProb1","1.17042472001573e-05","400"
"2859",9,"model5","exp2","DF","DurProb1","9.56446723328758e-05","400"
"2860",10,"model5","exp2","DF","DurProb1","0.30520414474641","400"
"2861",11,"model5","exp2","DF","DurProb1","0.000660029754817668","400"
"2862",12,"model5","exp2","DF","DurProb1","6.87708961989456e-08","400"
"2863",13,"model5","exp2","DF","DurProb1","0.0017643409226935","400"
"2864",14,"model5","exp2","DF","DurProb1","0.00108434301317444","400"
"2865",15,"model5","exp2","DF","DurProb1","9.41115934395972e-06","400"
"2866",1,"model5","exp2","AF","DurProb1","3.09527293349264e-07","400"
"2867",2,"model5","exp2","AF","DurProb1","6.70027186336842e-05","400"
"2868",3,"model5","exp2","AF","DurProb1","0.000148301723946022","400"
"2869",4,"model5","exp2","AF","DurProb1","5.21430421801521e-09","400"
"2870",5,"model5","exp2","AF","DurProb1","2.64704933788144e-08","400"
"2871",6,"model5","exp2","AF","DurProb1","1.06013876543185e-09","400"
"2872",7,"model5","exp2","AF","DurProb1","1.57648283725412e-06","400"
"2873",8,"model5","exp2","AF","DurProb1","1.4207712030377e-05","400"
"2874",9,"model5","exp2","AF","DurProb1","2.78678448979355e-07","400"
"2875",10,"model5","exp2","AF","DurProb1","0.10854223155477","400"
"2876",11,"model5","exp2","AF","DurProb1","4.72747520880033e-06","400"
"2877",12,"model5","exp2","AF","DurProb1","1.12788773916673e-11","400"
"2878",13,"model5","exp2","AF","DurProb1","2.30167633761979e-11","400"
"2879",14,"model5","exp2","AF","DurProb1","4.45760775823585e-06","400"
"2880",15,"model5","exp2","AF","DurProb1","1.84191880261003e-09","400"
"2881",1,"model5","exp2","DF","DurProb2","0.0757671859525463","600"
"2882",2,"model5","exp2","DF","DurProb2","0.300202296501838","600"
"2883",3,"model5","exp2","DF","DurProb2","0.0151611681135846","600"
"2884",4,"model5","exp2","DF","DurProb2","0.00828239852810971","600"
"2885",5,"model5","exp2","DF","DurProb2","0.022911977679309","600"
"2886",6,"model5","exp2","DF","DurProb2","0.00624923677700226","600"
"2887",7,"model5","exp2","DF","DurProb2","0.0309541676473872","600"
"2888",8,"model5","exp2","DF","DurProb2","0.0234418314148196","600"
"2889",9,"model5","exp2","DF","DurProb2","0.0589210821718593","600"
"2890",10,"model5","exp2","DF","DurProb2","0.575424854509258","600"
"2891",11,"model5","exp2","DF","DurProb2","0.0868846667773549","600"
"2892",12,"model5","exp2","DF","DurProb2","0.0021305905645828","600"
"2893",13,"model5","exp2","DF","DurProb2","0.164803223404738","600"
"2894",14,"model5","exp2","DF","DurProb2","0.245294124878726","600"
"2895",15,"model5","exp2","DF","DurProb2","0.0194982151520637","600"
"2896",1,"model5","exp2","AF","DurProb2","0.00256881860717572","600"
"2897",2,"model5","exp2","AF","DurProb2","0.0307741497389765","600"
"2898",3,"model5","exp2","AF","DurProb2","0.0482110712003042","600"
"2899",4,"model5","exp2","AF","DurProb2","0.000159859531164494","600"
"2900",5,"model5","exp2","AF","DurProb2","0.000421026371479138","600"
"2901",6,"model5","exp2","AF","DurProb2","1.77482427794864e-05","600"
"2902",7,"model5","exp2","AF","DurProb2","0.00288728355987868","600"
"2903",8,"model5","exp2","AF","DurProb2","0.0294014765109995","600"
"2904",9,"model5","exp2","AF","DurProb2","0.00381409427123674","600"
"2905",10,"model5","exp2","AF","DurProb2","0.351292840568107","600"
"2906",11,"model5","exp2","AF","DurProb2","0.00438405028125559","600"
"2907",12,"model5","exp2","AF","DurProb2","1.08087516372407e-05","600"
"2908",13,"model5","exp2","AF","DurProb2","4.32866641049104e-06","600"
"2909",14,"model5","exp2","AF","DurProb2","0.0070310509090602","600"
"2910",15,"model5","exp2","AF","DurProb2","9.63113732958708e-05","600"
"2911",1,"model5","exp2","DF","DurProb3","0.626473909104858","800"
"2912",2,"model5","exp2","DF","DurProb3","0.760715772193676","800"
"2913",3,"model5","exp2","DF","DurProb3","0.542508713264524","800"
"2914",4,"model5","exp2","DF","DurProb3","0.534569327932629","800"
"2915",5,"model5","exp2","DF","DurProb3","0.497186118922512","800"
"2916",6,"model5","exp2","DF","DurProb3","0.163804024616297","800"
"2917",7,"model5","exp2","DF","DurProb3","0.526510459249998","800"
"2918",8,"model5","exp2","DF","DurProb3","0.520864177285083","800"
"2919",9,"model5","exp2","DF","DurProb3","0.615654819310121","800"
"2920",10,"model5","exp2","DF","DurProb3","0.704193582023159","800"
"2921",11,"model5","exp2","DF","DurProb3","0.533166664898944","800"
"2922",12,"model5","exp2","DF","DurProb3","0.273369794212026","800"
"2923",13,"model5","exp2","DF","DurProb3","0.675843105474412","800"
"2924",14,"model5","exp2","DF","DurProb3","0.849033780637699","800"
"2925",15,"model5","exp2","DF","DurProb3","0.477562628200345","800"
"2926",1,"model5","exp2","AF","DurProb3","0.190233149463697","800"
"2927",2,"model5","exp2","AF","DurProb3","0.408691146835095","800"
"2928",3,"model5","exp2","AF","DurProb3","0.48348720038836","800"
"2929",4,"model5","exp2","AF","DurProb3","0.0272346536693295","800"
"2930",5,"model5","exp2","AF","DurProb3","0.0504515359599876","800"
"2931",6,"model5","exp2","AF","DurProb3","0.00229122130477437","800"
"2932",7,"model5","exp2","AF","DurProb3","0.110399662946403","800"
"2933",8,"model5","exp2","AF","DurProb3","0.583110057022332","800"
"2934",9,"model5","exp2","AF","DurProb3","0.30975979330227","800"
"2935",10,"model5","exp2","AF","DurProb3","0.533155659644652","800"
"2936",11,"model5","exp2","AF","DurProb3","0.118467252251277","800"
"2937",12,"model5","exp2","AF","DurProb3","0.0104704698211799","800"
"2938",13,"model5","exp2","AF","DurProb3","0.00187368842864321","800"
"2939",14,"model5","exp2","AF","DurProb3","0.220097567744637","800"
